#Aplicación Presupuetaria,Programa,,Fecha,CIF,Tercero,Concepto,Importe
Combustibles y carburantes.,130,22103,2014-11-30,B38983318,"PICAMOLINOS, S.L.",Carburante Noviembre 2014.,1188.49
Combustibles y carburantes.,130,22103,2014-11-30,B76585801,"VILLASARA MULTISERVICIOS, S.L.",Carburante Noviembre 2014 Vehí culos Policía Local.,1281.16
Combustibles y carburantes.,170,22103,2014-11-30,B38983318,"PICAMOLINOS, S.L.",Carburante Noviembre 2014.,1188.49
Limpieza y Aseo,920,22700,2014-11-30,B35745926,RALONS SERVICIOS S.L.,Servicio Noviembre 2014 Limpie za Centros Educativos y Depend encias Mpales.,139226.13
Mantenimiento Integral del Litoral,173,22730,2014-11-30,U76534924,UTE LITORAL ARONA,"Servicio Noviembre 2014 Gestio in del litoral., Ext 1/10-casp",22751.87
Ordinario no inventariable,920,22000,2014-11-30,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,"Material Oficina, mes Noviembr e 2014.",1647.2
Plan de Promoción Económica,433,22614,2014-11-30,A38022182,RADIO CLUB DE CANARIAS S.A.,"Cuñas en 40 Principales Tf Sur , Dial Tfe Sur y Radio Club Tf e fm sur "" Noche Castañas"", Pr omocion Ec.",376.15
Postales,920,22201,2014-11-30,A83052407,SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS S.A.,Facturacion Noviembre 2014- Fr anqueo Pagado de Cartas,10065.71
Publicidad y Propaganda,920,22602,2014-11-30,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,Anuncio Bando de Alcaldía. Pro hibido Estacionar y Circular e n Varias Calles. Fiesta Cabo B lanco.,288.9
Publicidad y Propaganda,920,22602,2014-11-30,B38530655,LA OPINION DE TENERIFE S.L.U.,Anuncio Bases Procedimiento pa ra examinar aspirantes Permiso  Conduccion de Vehiculos Auto Taxi.,266.43
Recogida y acogida de animales.,313,22704,2014-11-30,B76640523,FENIX CONTROL DE AVES S.L.,Servicio Control Fauna(Sep-Oct -Nov)Control y dispersi?n de p alomas en municipio,2889
"Reparación, man. y conserv. elementos de transport",150,21400,2014-11-30,B38794327,AUTO GRUAS CABELLO S.L.U.,Generador Aire Acondicionado.,74.28
"Reparación, man. y conserv. elementos de transport",912,21400,2014-11-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante y Lavado VehIculos Noviembre 2014- AlcaldIa,480.74
Servicio de Atención Telefónica,925,22720,2014-11-30,B62916077,KONECTA BTO S.L.,"Servicio Noviembre 2014 Atenci on Telefonica 010 y del Apoyo al Servicio 092 de la Policia Local, Exp 1/09-casv",38228.93
Servicio de mantenimiento de vías y edificios,155,22713,2014-11-30,B38909461,"TRANSPORTES MESA LA FORTALEZA, S.L.",Reparación pavimento y Señales  de Tráfico en varias Calles d el Municipio.,3554.76
Servicio de Mantenimiento Eléctrico de Edificios,320,22716,2014-11-30,A28010478,IMESAPI S.A.,"Certificacion Noviembre 2014""S ervicio Mantenimiento Ins.Elec .Espacios Publicos, Dep.Adm, . .""Exp 3/09-casv",235538.74
Servicio de Mantenimiento Eléctrico de Edificios,342,22716,2014-11-30,A28010478,IMESAPI S.A.,"Certificacion Noviembre 2014""S ervicio Mantenimiento Ins.Elec .Espacios Publicos, Dep.Adm, . .""Exp 3/09-casv",235538.74
Servicio de Mantenimiento Eléctrico de Edificios,920,22716,2014-11-30,A28010478,IMESAPI S.A.,"Certificacion Noviembre 2014""S ervicio Mantenimiento Ins.Elec .Espacios Publicos, Dep.Adm, . .""Exp 3/09-casv",235538.74
Servicio de Vigilancia y Socorrismo en Playas,1721,22736,2014-11-30,B62137252,PRO ACTIVA SERVEIS AQUATICS S.L.,"Servicio Noviembre 2014 ,Vigil ancia, Salvamento y Asistencia  en las playas Turisticas",11556
Servicio Mantenimiento Alumbrado Público,165,22712,2014-11-30,A28010478,IMESAPI S.A.,"Certificacion Noviembre 2014""S ervicio Mantenimiento Ins.Elec .Espacios Publicos, Dep.Adm, . .""Exp 3/09-casv",235538.74
Servicio Recogida de Papel Cartón,162,22710,2014-11-30,U38732830,UTE CLUSA-MCCSA,"Servicio Noviembre 2014, Recog ida, Transporte de los Residuo s de Papel y Carton",21175.31
Servicio Recogida RSU y Lim. Viaria,162,22709,2014-11-30,U76525534,UTE ARONA,"Servicio Noviembre 2014 Limpie za Viaria, Expte 1/10-casp",426201.48
Servicio Recogida RSU y Lim. Viaria,162,22709,2014-11-30,U76525534,UTE ARONA,"Servicio Noviembre Gestion de Residuos, Expte 1/10-casp",539001.74
"Suministros de repuestos de maquinaria, utillaje",130,22111,2014-11-30,B38342424,NEUMATICOS ATLANTICO S.L.,"4 Cambio Neumaticos, Matricula s 8629CDV Y 3109BZH",295.28
Vestuario,164,22104,2014-11-30,B38722922,UNIFORMES DEL ATLANTICO S.L.,Uniformidad Personal Cementeri o.,292.49
Arrendamientos de Material de Transporte,132,20400,2014-12-01,A91001438,ALPHABET ESPAÑA FLEET MANAGEMENT S.A.U.,Renting Diciembre 2014-Alquile r 14 Vehiculos para la Policia  Local,11492.78
Asistencia Médico-Farmacéutica,221,16008,2014-12-01,A50004209,"DKV SEGUROS Y REASEGUROS, S.A.E,","Primas Diciembre 2014, Poliza Seguro, Poliza 3704101952, Exp te 6/12-CASV",16658.75
"Desinfectantes, raticidas",313,22115,2014-12-01,B38589842,MAXIMO PESTANO SANIDAD AMBIENTAL S.L.,Desratizacion y Desinsectacion  Diciembre 2014.,3852
Estudios y Trabajos Seguimiento Proyecto URBAN,494,22740,2014-12-01,B14701908,GRUPO NC AUDITORES Y ASESORES DE NEGOCIO S.L.,"Honorarios Anualidad 2014""Serv icio Auditoria Ejecucion Verif icacioones Art.13 Reg.1828/200 6, Exp 1/10-CASV",19250
Locomoción de Miembros de Órganos de Gobierno,912,23100,2014-12-01,A10005510,VIAJES HALCON S.A.,"Billete Trayecto TFS- BRU, D. Francisco Niño Rodriguez",253
Plan de Promoción Económica,433,22614,2014-12-01,B38492237,HIT RADIO CANARIAS S.L.,"72 Cuñas Noviembre 2014""Noche Castañas y Vinos"" Promocion Ec",385.2
Productos alimenticios,920,22105,2014-12-01,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio y 3Botellones  Agua-Policia Local,31.02
Productos alimenticios,920,22105,2014-12-01,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,3Botellones A gua-Sac los cristianos 1",31.02
Seguridad,920,22701,2014-12-01,B76587641,SERVICIOS E INVERSIONES TF S.L.,"Servicio de Vigilancia,mes Nov iembre 2014.",1464.98
Seguridad,920,22701,2014-12-01,B76587641,SERVICIOS E INVERSIONES TF S.L.,"Servicio Vigilancia Octubre 20 14, Rectificativa 56/14",1464.98
Cánones,173,20900,2014-12-02,Q3867002B,AUTORIDAD PORTUARIA DE SC DE TENERIFE,Tasa ocupación Superficie Domi nio Público. Puerto de Los Cri stianos.,69.55
Energía eléctrica,340,22100,2014-12-02,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre cod. agrupac i?n 1681559.,6503.34
Estudios y Trabajos Técnicos,920,22706,2014-12-02,B38863734,"ITOP MANAGEMENT CONSULTING, S.L.",Desarrollo Web del Ayuntamient o de Arona,5766.37
Inversiones en la Red de Agua,452,60610,2014-12-02,A76624345,CANARAGUA CONCESIONES S.A.,"Nueva acometida C/Mazape, 4, L ocal Social, Arona",133.24
Actividades Socioculturales,3271,22609,2014-12-03,B38855516,ESTUDIOS ABONA PRODUCCIONES S.L.,Grabacion Casting y Grabacion entrevista concejales 8- Joven es Promesas,321
Actividades Socioculturales,3271,22609,2014-12-03,B38953147,TENERIFE VISION C9 S.L.,"Emision Promocion, Reportaje, Festival- Jovenes Promesas",615.25
Postales,920,22201,2014-12-03,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio Correspondencia Plusv alía.,12.34
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2014-12-03,B38662748,COMERCIAL MIGUEL GOMEZ GONZALEZ S.L.,PDO FACTURA Nº A/141303. Cuent apasos.,90
Plan de Promoción Económica,433,22614,2014-12-04,B38240933,IMPRENTA REYES S.L.,"Carteles, Tripticos y Cupones Ref. Noche de Castañas Vino. P romocion Economica.",903.21
Plan de Promoción Económica,433,22614,2014-12-04,B38240933,IMPRENTA REYES S.L.,Impresion Tripticos Formato Fo lk Fest 2014.,1134.72
Recogida y acogida de animales.,313,22704,2014-12-04,N0044040D,AKTION TIER MENSCHEN FUR TIERE EV,"Servicio Noviembre 2014, Acogi da, Mantenimiento y Estancia d e Perros",5171.56
Energía eléctrica,920,22100,2014-12-05,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre 2014 Cod. ag rupaci?n 1656207.,4201.5
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-05,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,"Plástico Transparente. ,Campañ a Navidad",378
Repar. mant. y cons. Mobiliario,920,21500,2014-12-05,B76595370,CERRAJERIA MUNDO LLAVE S.L.U.,Mano de Obra y Revision y Prog ramacion de Caja Fuerte en Los  Cristianos y Pila Duracel,81.01
Energía eléctrica,150,22100,2014-12-09,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre 2014 Cod Agr upaci?n 1660040.,17198
Energía eléctrica,150,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Diciembre 2014 Cod. Ag rupaci?n 0806470,847.05
Energía eléctrica,150,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 Cod. Ag rupaci?n 0767493,92.89
Energía eléctrica,150,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 Cod. Ag rupaci?n 0806559,1812.02
Energía eléctrica,312,22100,2014-12-09,A81948077,ENDESA ENERGIA S.A.U.,Consumo Electrico Noviembre 20 14 Cod. Agrupaci?n 1659590.,3997.51
Energía eléctrica,312,22100,2014-12-09,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre 2014 Cod. Ag rupaci?n 1658578.,53286.68
Energía eléctrica,312,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 cod. Ag rupaci?n 0806510.,1908.99
Energía eléctrica,312,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 Cod. Ag rupaci?n 0806525,686.52
Energía eléctrica,320,22100,2014-12-09,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre 2014 Cod. Ag rupaci?n 1658090.,7805.24
Energía eléctrica,320,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 cod. Ag rupaci?n 0806510.,1908.99
Energía eléctrica,320,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,"Facturación Noviembre 2014, Co legio Perez de Valero, Periodo : 16/10/14-04/12/2014, Codigo Agrupacion 0806618",26.66
Energía eléctrica,340,22100,2014-12-09,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre 2014 Cod. Ag rupaci?n 1658578.,53286.68
Energía eléctrica,340,22100,2014-12-09,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre 2014 cod. Ag rupaci?n 1660055.,12976.09
Energía eléctrica,340,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 Cod. Ag rupaci?n 0807358,1428.93
Energía eléctrica,920,22100,2014-12-09,A81948077,ENDESA ENERGIA S.A.U.,Consumo Noviembre 2014 Cod. Ag rupaci?n 1658578.,53286.68
Energía eléctrica,920,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Electrico Noviembre 20 14 Cod. Agrupaci?n 0806544.,14793.34
Energía eléctrica,920,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 Cod. Ag rupaci?n 0806466,321.42
Energía eléctrica,920,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 Cod. Ag rupaci?n 0806559,1812.02
Energía eléctrica,920,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Consumo Noviembre 2014 Cod. Ag rupaci?n 0807358,1428.93
Energía eléctrica,920,22100,2014-12-09,B82846825,ENDESA ENERGIA XXI S.L.,Gastos Electricidad periodo de  24/09/14 a 27/11/14.,57.58
Tributos de las Entidades Locales,161,22502,2014-12-09,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Noviembre 2014 Depura ci?n y Vertido.,129291.82
Tributos de las Entidades Locales,161,22502,2014-12-09,Q8850002J,CONSEJO INSULAR DE AGUAS DE TENERIFE,Servicio Noviembre 2014 Desala cion.,240893.1
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-10,G76552900,ASOCIACION CULTURAL BENKE,Actuación en Recinto de la Nav idad el 07/12.,210
Postales,920,22201,2014-12-10,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 10/12 /14, Catastro NOF 901",22.48
"Prensa, revistas, libros y otras publicaciones",920,22001,2014-12-10,A58417346,WOLTERS KLUWER ESPAÑA S.A.,1 Libro Derecho Ambiental- Ali cia Rodríguez Hernandez.Contra tación,151.64
Publicidad y Propaganda,920,22602,2014-12-10,B38855516,ESTUDIOS ABONA PRODUCCIONES S.L.,Noticias Municipales Noviembre  2014.,1500
Publicidad y Propaganda,920,22602,2014-12-10,B38855516,ESTUDIOS ABONA PRODUCCIONES S.L.,Noticias Municipales Octubre 2 014.,1500
Publicidad y Propaganda,920,22602,2014-12-10,B38855516,ESTUDIOS ABONA PRODUCCIONES S.L.,Noticias Municipales Septiembr e 2014,1500
Repar. conserv. y man. elementos de transporte,132,21400,2014-12-10,B38233912,SERVICIOS E LEON S.L.,"Reparacion TF-6875-BM,Fiat Bra va",58.14
"Desinfectantes, raticidas",313,22115,2014-12-11,B38474151,"MAXIMO PESTANO, S.L.","10 kg Muribrom Biocida, para C ontrol de Plagas en Vias y Esp acios publicos.",9799.67
Plan de Promoción Económica,433,22614,2014-12-11,B76506419,ON LIFE FM S.L.U.,"100 Cuñas Genéricas ""Arona en Colores""",160.5
Reparación Muro de Contención en Tunez,151,61903,2014-12-11,B38909461,"TRANSPORTES MESA LA FORTALEZA, S.L.","Trabajos ""Reparación Muro Cont ención en Túnez"", Expte 1/14-c mo",56472.74
"Suministros de material electrónico, eléctrico y t",920,22112,2014-12-11,B35226166,"TELYCAN, S.L.",Cable Adaptador en y para Micr ocascos Plantronics HW301N Con  Silenciador de Microfono y Cl avija para Desconexion Rapida,85.49
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-12,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,Material Mercería  Esta Navida d.... Arona te ilusiona,536.52
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 10Botellones  Agua -Alcaldia",73.43
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 2 Botellones  Agua",24.63
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 3Botellones- Archivo",31.02
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, obras e infr aestructura",9.63
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,10 Botellones ,1 Caja Vasos-Registro",86.68
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,10Botellones Agua y 2 Caja Vasos-Policia lo cal",99.92
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,2Botellones A gua-ALCALDIA",24.63
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicioy 1Caja Vasos- Juventud,22.88
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1Cuota Servicio y 1 Caja Vasos -Recaudaci?n,22.88
Productos alimenticios,920,22105,2014-12-12,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio,6Botellones Ag ua-Informatica",50.13
Anticipos por cuenta terceros,931,83001,2014-12-15,A38011623,CANARIA DE AVISOS S.A.,"Publicacion en Diario de Aviso s ""Anuncio Apertura Licitaci?n  2/14-ccpsu"" Pag.14, 15/12/201 4",359.52
Anticipos por cuenta terceros,931,83001,2014-12-15,A38011623,CANARIA DE AVISOS S.A.,"Publicacion en Diario de Aviso s, Apertura Licitacion 3/14Cas u, 15/12/14, pag14",359.52
Fiestas del Municipio,338,22611,2014-12-15,B38510020,SANDREX MATIC S.L.,Pelucas para Gala Eleccion Rei na Juvenil Fiesta del Cristo,221.45
Locomoción de Miembros de Órganos de Gobierno,912,23100,2014-12-15,A10005510,VIAJES HALCON S.A.,"Viaje TFN-LPA-TFN, D .Francisc o Ni?o Rodr?guez 11/12 al 11/1 2, Foro Internacional de Turis mo Maspalomas",114.38
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-15,A38011623,CANARIA DE AVISOS S.A.,"Publciacion en Diario de Aviso s 4/12/2014""En navidad, Arona te ilusiona""pag.15",488.19
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-15,A38011623,CANARIA DE AVISOS S.A.,"Publicacion en Diario de Aviso s ""esta Navidad ,,Arona te ilu siona"" 7/12/2014 pag. y 14/12/ 14",1712
Plan de Promoción Económica,433,22614,2014-12-15,A38011623,CANARIA DE AVISOS S.A.,"Publciacion en Diario de Aviso s 4/12/2014""En navidad, Arona te ilusiona""pag.15",488.19
Postales,920,22201,2014-12-15,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 15/12 /2014, RENTAS 645",107.18
Postales,920,22201,2014-12-15,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio Correspondencia 15/12 /2014, Rentas ENI0714R",33.07
Productos alimenticios,920,22105,2014-12-15,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","3 Botellones Agua, 1 Caja de V asos, 1 Cuota Servicio,C.C las  Galletas",44.27
Promoción Sanidad y Consumo,311,22617,2014-12-15,B38216669,PECONVI S.L.,Alquiler Bombona de Helio-Sani dad,504.7
Actividades Partiicipación Ciudanana,924,22609,2014-12-16,B38460713,AREA RURAL TEGUESTE SLU,"Taller 10 "" Y Que mes quieres?  La Ciudadania",267.5
Atenciones protocolarias y representativas,912,22601,2014-12-16,B38709614,"GARDEN IKA, S.L.","Adquisici?n Macetas, Spray Pla ta metal,.. alcald?a",38.57
Estudios y trabajos técnicos,336,22706,2014-12-16,B38955373,ACOSERPA DIGITAL S.L.,"Preparacion de Exposicion Arqu eologia Municipio de RAON, Con ciencia de Patrimonio",5400
Material informático no inventariable,920,22002,2014-12-16,B35226166,"TELYCAN, S.L.",Suministro de Licencias Softwa re Telycom y Gateway de Comuni caciones ROIP,4499.35
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-16,B38794327,AUTO GRUAS CABELLO S.L.U.,"Servicios Varios. Rec. navidad ""Esta Navidad ... Arona te ilu siona""",297.13
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-16,B38987368,"A.D.E.S. SIGLO 21, S.L.",Servicio Ambulancia Eventos Va rios Promoción Económica.,648
Atenciones protocolarias y representativas,912,22601,2014-12-17,B62604806,AMTEVO MEDIO AMBIENTE S.L.,Caramelos sin gluten y Sabores  Surtidos.,704.23
Emisoras Policía Local,132,62603,2014-12-17,B35226166,"TELYCAN, S.L.",Suministro e InstalaciOn de Ga teway de Comunicaciones Tetra- Expte 02/12/carsu,2060.89
Festejos y Actos Populares,338,22610,2014-12-17,B62604806,AMTEVO MEDIO AMBIENTE S.L.,Caramelos Sin Gluten y Surtido s.,2146.37
Plan de Dinamización Comercial de Arona 2014,241,22687,2014-12-17,A28010478,IMESAPI S.A.,Tramitacion Electrica en Recin to Navidad los Cristianos(6 al  14 Diciembre 2014)- Promocion  Económica.,658.03
Promoción Sanidad y Consumo,311,22617,2014-12-17,G38438750,FEDERACION DE ASOCIACIONES DE PERSONAS SORDAS DE C,Servicio de Interpretacion de Lengua con Signos Espa?ola sol icitado por Area de Sanidada 10? Carrera por la Vida,146
Servicios de Recaudación,931,22708,2014-12-17,S3826006C,DELEGACION PROVINCIAL HACIENDA,Coste Servicio Noviembre 2014.,745.62
Festejos y Actos Populares,338,22610,2014-12-18,G28029643,SOCIEDAD GENERAL DE AUTORES,"derechos Autor Actuaciones y O rquestas. Mambo Latino, Pasion  gomera, Dj Carlos, Ray Castel lano",483.11
Mantenimiento Cámaras de Seguridad,130,21305,2014-12-18,B38860037,"JEMELCA MONTAJES ELECTRICOS CANARIOS, S.L.",Suministro ASA 5505. Módulo Co nexión a CRA.,1913.29
Material Convenios Fomento Empleo,241,22612,2014-12-18,B38621850,FERRETERIA HERMALAY S.L.,"Cilindro Azbe. Promoción Econó mica y Empleo,Programa Extraor dinario de Empleo Social 2014",10.55
Plan de Promoción Económica,433,22614,2014-12-18,B38621850,FERRETERIA HERMALAY S.L.,"material Ferretería Promoción Económica, Campaña Navidad",573.2
Plan de Promoción Económica,433,22614,2014-12-18,Q3867002B,AUTORIDAD PORTUARIA DE SC DE TENERIFE,Tasa Actividad Dominio Púlico . periodo Impositivo 03/12/14 a 15/12/14. Recinto Navidad,87.21
Plan de Promoción Económica,433,22614,2014-12-18,Q3867002B,AUTORIDAD PORTUARIA DE SC DE TENERIFE,Tasa ocupación Superficie Domi nio Publico. Recinto de Navida d 2014.,436.04
Señalizaciones Municipales,155,22613,2014-12-18,B38621850,FERRETERIA HERMALAY S.L.,Material Ferretería obra Calle jeros.,1396.51
Servicio de baño adaptado en Arona,342,22751,2014-12-18,B76512656,FORMAS NIVARIA S.L.,"Rectificativa, Servicio Noviem bre 2014, Baño Adaptado en Pla ya las Vistas",4788.25
Actividades Partiicipación Ciudanana,924,22609,2014-12-19,G38098216,ASOCIACION CULTURAL I'GARA,Patrocinio Calendarios de la A sociación Cultural IGara del A ño 2015,500
Actividades Partiicipación Ciudanana,924,22609,2014-12-19,J64537210,TEATRO DE LA MANIVELA SCP,2º Fase Formacion en Intervenc ion Social y Participacin Ciu dadana en el Barrio de El Frai le,660
Estudios y Trabajos Técnicos,920,22706,2014-12-19,B06290241,"PREVING CONSULTORES, S.L.","Servicio Vigilancia Salud Oct.  y Nov. 2014, Extpe 2/10-casv",3796
Estudios y Trabajos Técnicos,920,22706,2014-12-19,B06290241,"PREVING CONSULTORES, S.L.","Servico Prevencion Riesgos lab orales oct. Nov. y Dic. 2014,  Expte 2/10-casv",3083
