#Aplicación Presupuestaria,Programa,,Fecha,CIF,Tercero,Concepto,Importe
Energía eléctrica,150,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACTURA AGRUPADA C00Z506000222 5-ALQUILERES/VARIOS--,18877.12
Energía eléctrica,150,22100,2015-09-01,B82846825,ENDESA ENERGIA XXI S.L.,FACTURA AGRUPADA C00Z506000033 1-ALQUILERES/VARIOS--,335.11
Energía eléctrica,150,22100,2015-09-01,B82846825,ENDESA ENERGIA XXI S.L.,FACTURA AGRUPADA C00Z506000040 9-ALQUILERES/VARIOS--,934.15
Energía eléctrica,320,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACT. AGRUPADA EMITIDA SEPTIEM BRE 2015 DEL CLIENTE COLEGIOS (CANARIAS) (3% IGIC)-ALQUILERE S/VARIOS--,4748.67
Energía eléctrica,320,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACTURA AGRUPADA C00Z506000247 7-ALQUILERES/VARIOS--,6072.67
Energía eléctrica,320,22100,2015-09-01,B82846825,ENDESA ENERGIA XXI S.L.,FACTURA AGRUPADA C00Z506000033 6-ALQUILERES/VARIOS--,740.87
Energía eléctrica,340,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACT. AGRUPADA EMITIDA NOVIEMB RE 2015 DEL CLIENTE SERVICIOS SOCIALES (CANARIAS) (3% IGIC)- ALQUILERES/VARIOS--,3083.73
Energía eléctrica,340,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACTURA AGRUPADA C00Z506000163 0-ALQUILERES/VARIOS--,9293.35
Energía eléctrica,340,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACTURA AGRUPADA C00Z506000222 1-ALQUILERES/VARIOS--,9775.47
Energía eléctrica,340,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACTURA AGRUPADA C00Z506000247 5-ALQUILERES/VARIOS--,13514.03
Energía eléctrica,340,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,Suministro Agosto 15-Estadio O limpico,5528.9
Energía eléctrica,340,22100,2015-09-01,B82846825,ENDESA ENERGIA XXI S.L.,FACT. AGRUPADA EMITIDA SEPTIEM BRE 2015 DEL CLIENTE DEPORTES (CANARIAS) (3% IGIC)-ALQUILERE S/VARIOS--,262.25
Energía eléctrica,340,22100,2015-09-01,B82846825,ENDESA ENERGIA XXI S.L.,FACT. AGRUPADA EMITIDA SEPTIEM BRE 2015 DEL CLIENTE SERVICIOS  SOCIALES (CANARIAS) (3% IGIC) -ALQUILERES/VARIOS--,79.77
Energía eléctrica,920,22100,2015-09-01,A81948077,ENDESA ENERGIA S.A.U.,FACTURA AGRUPADA C00Z506000194 0-ALQUILERES/VARIOS--,6974.55
Energía eléctrica,920,22100,2015-09-01,B82846825,ENDESA ENERGIA XXI S.L.,FACT. AGRUPADA EMITIDA SEPTIEM BRE 2015 DEL CLIENTE ABASTECIM IENTOS (AGUA) (CANARIAS) (3%IG IC)-ALQUILERES/VARIOS--,234.89
Energía eléctrica,920,22100,2015-09-01,B82846825,ENDESA ENERGIA XXI S.L.,FACT. AGRUPADA EMITIDA SEPTIEM BRE 2015 DEL CLIENTE ALUMBRADO S PÚBLICOS (CANARIAS) (3% IGIC )-ALQUILERES/VARIOS--,3751.99
Mantenimiento de Extintores,130,21303,2015-09-01,B76159094,INSTALACIONES MONTESDEOCA S.L.U.,"Suministro e Instalacion Extin tor Polvo ABC, Eficacia 27 a, 183b, peso 6 Kg en C.Cultural  los Cristianos",551.85
"Maquinaria, Instalaciones y Utillaje",920,62300,2015-09-01,B38712840,SOLUCIONES TECNICAS CANARIAS S.L.,Suministro e Instalación de In tercambiador dee 24 Placas en la Piscina,5212.74
Plan de Promoción Económica,433,22614,2015-09-01,G76634310,ACYRE ASOCIACION DE COCINEROS Y REPOSTEROS DE CANARIAS,Alquiler de Sala y Cocinas par a Produccion y Grabacion de Vi deos Gastronomicos sobre elabo racion pelagicos( III Feria de,1070
Productos alimenticios,920,22105,2015-09-01,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 4 Botellones  Agua-Policia local Arona",38.13
Productos alimenticios,920,22105,2015-09-01,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","12 Botellones Agua, 1 Caja Vas os, 1 Cuota Servicio-Sac los C ristianos",99.38
Seguridad,920,22701,2015-09-01,B76587641,SERVICIOS E INVERSIONES TF S.L.,Servicio Vigilancia Agosto 201 5-Sac,1464.98
Servicio de Baño Adaptado en Arona,1722,22751,2015-09-01,B76512656,FORMAS NIVARIA S.L.,"Servicio Agosto 2015, Baño Ada ptado en Playa de las Vistas",4788.25
Telefónicas,912,22204,2015-09-01,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",Movistar,76.45
Telefónicas,912,22204,2015-09-01,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",Movistar,1144.18
Telefónicas,920,22204,2015-09-01,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",Movistar,76.45
Telefónicas,920,22204,2015-09-01,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",Movistar,1144.18
Teléfonos,130,22204,2015-09-01,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",Movistar,76.45
Teléfonos,130,22204,2015-09-01,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",Movistar,1144.18
Teléfonos,330,22204,2015-09-01,A78923125,"TELEFONICA MOVILES ESPAÑA, S.A.",Movistar,76.45
Actividades Socioculturales,3271,22609,2015-09-02,B38987368,"A.D.E.S. SIGLO 21, S.L.",Servicio Ambulancia  Evento Su mmer Time- Juventud,945
Plan de Promoción Económica,433,22614,2015-09-02,B38987368,"A.D.E.S. SIGLO 21, S.L.","Ambulancia SVB- Evento Feria d el Pescado, 29/8/15- Promoc ec",180
Actividades Socioculturales,3271,22609,2015-09-04,B76596238,TRANSPORTES CRUZ SHEYLA S.L.,"7 Cubas de Agua para los Casti llos hinchables , Proyecto Sum mer tIME",2621.5
Publicidad y Propaganda,920,22602,2015-09-05,B38855516,ESTUDIOS ABONA PRODUCCIONES S.L.,Periodo: 13Junio-31Agosto-Difu sion televisiva de Actos Plena rios de Arona,1605
Energía eléctrica,340,22100,2015-09-07,B82846825,ENDESA ENERGIA XXI S.L.,FACTURACION DEL CONSUMO         P1,15.33
Energía eléctrica,340,22100,2015-09-07,B82846825,ENDESA ENERGIA XXI S.L.,Potencia         P1,5.98
Postales,920,22201,2015-09-07,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio 07/09/2015, Multas 71 8",5.52
Postales,920,22201,2015-09-07,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio 07/09/2015, Multas 71 9",29.03
Postales,920,22201,2015-09-07,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio 07/09/2015, Rentas 72 1",0.42
Refuerzo Estructural Cementerio Municipal,164,63202,2015-09-07,B38909461,"TRANSPORTES MESA LA FORTALEZA, S.L.","Refuerzo Estructural, en el Ce metnerio Municipal Santa Salom é",22907.92
Fiestas del Municipio,338,22611,2015-09-08,B38757159,HERNANDEZ CABRERA E HIJAS S.L.,Material Merceria para Fiestas  del Cristo 2015,207.76
Mantenimiento de Ascensores,326,21302,2015-09-08,A28011153,"ZARDOYA OTIS, S.A.","3 Trimestre Mantenimiento Cole gio la Estrella, Contrato N428 9-M",662.68
Mantenimiento de Ascensores,326,21302,2015-09-08,A28011153,"ZARDOYA OTIS, S.A.","3 Trimestre Mantenimiento Cole gio Parque la Reina, Contrato CB495-M",841.67
Productos alimenticios,920,22105,2015-09-08,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio, 5 Botellones Agua-Cabo Blanco",43.38
Productos alimenticios,920,22105,2015-09-08,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",2 Cuota Servicios,19.26
"Reparación, man. y conserv. elementos de transport",150,21400,2015-09-08,B38788287,"TALLER JUAN GOMEZ, S.L.","Reparacion Mitsubishi l300, TF 7654-AL",547.65
Seguridad Integral Edificios mples. Zona Urban,4911,62616,2015-09-08,A86376803,"INNOVACION GLOBAL DE SEGURIDAD, S.A.",EXPTE.000003/2014-CNT-CASV Sum inistro e instalación del Sist ema Antiintruisón CCTV e Incen dios El Fraile y Las Galletas,169092.24
Plan de Promoción Económica,433,22614,2015-09-09,B76528595,"SPORTIFE EVENTOS, S.L.","Produccion e Infraestructura p ara Celebracion de Charlas y A ctividades ludicas, 27/8/15",3250
Plan de Promoción Económica,433,22614,2015-09-09,B76528595,"SPORTIFE EVENTOS, S.L.","Producción e Infraestructura p ara Celebracion de Charlas y A ctividades ludicas, 29/08/15",3250
Postales,920,22201,2015-09-09,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio 09/09/15, Rentas 722",59.17
Material informático no inventariable,920,22002,2015-09-10,B34040774,"OMESA INFORMATICA, S.L.",2º Semestre Mantenimiento  Apl icaci?n Control de Presencia 2 015,743.44
Ordinario no inventariable,912,22000,2015-09-10,B38955373,ACOSERPA DIGITAL S.L.,"Realizacion de Tarjetas de Vis ita Varios Modelos, 11 Modelos  Concejal , mas 1 Alcalde, Sac  3 modelo, 1 Secretaria Alcald",1877.46
"Prensa, revistas, libros y otras publicaciones",920,22001,2015-09-11,A81962201,ARANZADI EDITORIAL,"5 Pack Leyes Administrativas, 2 Rec.Humanos, 2 Secretaria y  1 Concejal Personal",662.24
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2015-09-11,B38621850,FERRETERIA HERMALAY S.L.,"Tornillo, Tuercas y Arandelas-  Servicio Obras e Infraestruct ura",10.7
Ordinario no inventariable,920,22000,2015-09-14,E76676626,C.B. SOFTTONER,"1 Sello Automatico, Colop Prin ter 50 Tinta Azul por defecto-  Educacion",32.1
Fiestas del Municipio,338,22611,2015-09-15,B38621850,FERRETERIA HERMALAY S.L.,Suministro Material de Ferrete ria-Fiestas Arona 2015,565.07
Informáticas,920,22203,2015-09-15,A62186556,VODAFONE ONO S.A.U.,Internet Garantizado 30M - Ori gen: ARONA,2700.32
"Prensa, revistas, libros y otras publicaciones",920,22001,2015-09-15,A81962201,ARANZADI EDITORIAL,Pack Practicum RR.HH- Concejal a Recursos Humanos Yolanda,95.91
Telefónicas,920,22204,2015-09-15,A62186556,VODAFONE ONO S.A.U.,Internet Garantizado 30M - Ori gen: ARONA,2700.32
Telefónicas,920,22204,2015-09-15,A62186556,VODAFONE ONO S.A.U.,Internet Garantizado Otros Acc esos 64 Kbps - Origen: ARONA,1124.83
Estudios y Trabajos Técnicos,920,22706,2015-09-16,B06290241,"PREVING CONSULTORES, S.L.","Servicio Prevencion Ries.Lab ,  Vigilancia Salud, Abril, Mayo  , 1 y 2 Junio2015, Expte 2/10 -casv",2123.84
Estudios y Trabajos Técnicos,920,22706,2015-09-17,B06290241,"PREVING CONSULTORES, S.L.","Servicio Vigilancia Salud a me dida, 4, Rec. Medicos, Expte 2 /10-casv",108.72
Postales,920,22201,2015-09-17,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio 17/09/15, Rentas ENI0 515R",32.9
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio -Juventud,9.63
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 1 Botellon A gua-Archivo Municipal",17.13
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 19 Botellone s Agua, 1 Caja Vasos-Negociado  de Disciplina Urbanistica",136.88
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 2 Botellones  Agua-Participaci?n Ciudadana",24.63
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 2 Botellones  Agua-Servicio de Obras e Infr aestructura",24.63
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 3 Botellones  Agua-Urbanismo",31.02
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 4 Botellones  Agua,1Caja Vasos-Medio Ambien te",51.4
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 4 Botellones  Agua-Recaudaci?n Municipal",38.15
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 9 Botellones  Agua y1 Caja Vasos-Alcaldia",80.3
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,18 Botellones  Agua,2 Caja Vasos-Policia Mun icipal Arona",144.12
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio,3 Botellones Agua-Patronato Deportes",31.02
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.",1 Cuota Servicio-Tesoreria,9.63
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio, 2 Botellones Agua-Cementerio",24.63
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1Cuota Servicio, 5 Botellones Agua, 1 Higinienizacion-Inform atica",43.38
Productos alimenticios,920,22105,2015-09-18,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","2Cuota Servicio, 21 Botellones  Agua, 1 Caja Vasos-Registro",158.51
Servicios de Recaudación,931,22708,2015-09-18,S3826006C,DELEGACION PROVINCIAL HACIENDA,"Servicio Agosto 2015, Coste po r Ingresos Rec. Otras Adm, Ges tion Agencia Estatal Administr ación tributaria",369.93
Estudios y Trabajos Técnicos,920,22706,2015-09-21,A38225926,"CARTOGRAFICA DE CANARIAS, S.A.","Anualida 2015, Mantenimiento S itcan, Expte 1/14-CSPSV",8184.53
Productos alimenticios,920,22105,2015-09-21,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 6 Botellones  Agua-Talle Valle S.Lorenzo",50.13
"Reparaciones, man. y conserv. Edificios y otras co",920,21200,2015-09-21,B38621850,FERRETERIA HERMALAY S.L.,Suministro Material Ferreteria -Reparación Puerta baño oficin a Turismo,13
Postales,920,22201,2015-09-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio 22/09/15, Multas 720",1.42
Postales,920,22201,2015-09-22,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,"Servicio 22/9/15, Multas 3",12.84
Productos alimenticios,920,22105,2015-09-22,B38641387,"FUENTE AZUL CIA. DE AGUAS, S.L.","1 Cuota Servicio, 5 Botellones  Agua, 1 Caja Vasos-Sac las Ga lletas, 1",56.63
Actividades Culturales y Deportivas,326,22609,2015-09-23,B38398038,TRANSALEX BUS S.L.,"Traslados Agosto 2015-Talleres  Inmersión Linguistica, Concej alia Educación",5191.2
Actividades Culturales y Deportivas,326,22609,2015-09-23,B38398038,TRANSALEX BUS S.L.,Traslados Julio 2015- a Taller es de Inmersión Linguistica- E ducación,5685.6
Fiestas del Municipio,338,22611,2015-09-24,B82846825,ENDESA ENERGIA XXI S.L.,"Contrato Electricidad Fiesta d el Cristo 2015, Periodo 24/9/1 5- 07/10/2015;",1122.99
Material informático no inventariable,920,22002,2015-09-24,B35307693,"QWERTY SISTEMAS, S.L.",Unidad de imagen Oki B6300 (To ner+tambor,997.96
Servicio Recogida RSU y Lim. Viaria,1621,22709,2015-09-24,U76525534,UTE ARONA,"Servicio Agosto, Gestion Resid uos Arona",571703.94
Servicio Recogida RSU y Lim. Viaria,1621,22709,2015-09-24,U76525534,UTE ARONA,Servicio Julio 2015-Gestion Re siduos,562801.34
Fiestas del Municipio,338,22611,2015-09-25,B38454781,DRAYCA SUR SERVICIOS S.L.,"11 Pintaderas Canarias, Fiesta  Arona 2015",660
Mantenimiento Aire Acondicionado,920,21304,2015-09-25,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Trabajos en C.Cultural Parque de la Reina,44.94
Productos alimenticios,912,22105,2015-09-25,A38010856,AGUAS DE VILAFLOR S.A.,1225 Botellines 0.33CL- Alcald ia,203.29
Productos alimenticios,912,22105,2015-09-25,A38010856,AGUAS DE VILAFLOR S.A.,36 Botellas de 1.5 Litro fuent e Alta- Alcaldia,13.54
Centro Civico Las Galletas,4911,62246,2015-09-28,U73877847,"UTE ZIMA DESARROLLOS INTEGRALES SL Y CONSTR, DAVID",CERTIFICACION Nº1 OBRA CENTRO CIVICO,7238.87
Fiestas del Municipio,338,22611,2015-09-28,B38015558,TRANSELP S.L. AUTOBUSES,"Traslado Buzanada, Recoger May ores de Arona y Traslado a Zon a Casco, Exp.Mujeres laureadas , Fiestas del Cristo 2015",463.5
Informáticas,920,22203,2015-09-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",FACTURACION PERSONALIZADA MODA LIDAD: CARGO UNICO - IGIC,3317.54
Mantenimiento Aire Acondicionado,920,21304,2015-09-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Mantenimiento Preventivo  CPD C.Cultural los Cristianos,337.05
Mantenimiento Aire Acondicionado,920,21304,2015-09-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Mantenimiento Preventivo C.Cul tural Cabo Blanco,499.69
Mantenimiento Aire Acondicionado,920,21304,2015-09-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Mantenimiento Preventivo C.Cul tural LA Camella,499.69
Mantenimiento Aire Acondicionado,920,21304,2015-09-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Mantenimiento Preventivo CPD C .Cultural las Galletas,337.05
Mantenimiento Aire Acondicionado,920,21304,2015-09-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Mantenimiento Preventivo en C. Cultural V.S. Lorenzo,499.69
Mantenimiento Aire Acondicionado,920,21304,2015-09-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Trabajos en C.Cultural la Came lla,211.33
Mantenimiento Aire Acondicionado,920,21304,2015-09-28,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Trabajos en C.Cultural los Cri stianos,60.99
Ordinario no inventariable,912,22000,2015-09-28,B38081790,THE RED PEN S.L.,3000*cartulina Blanca- Alcaldi a,40.13
Telefónicas,912,22204,2015-09-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",FACTURACION PERSONALIZADA MODA LIDAD: CARGO UNICO - IGIC,3317.54
Telefónicas,920,22204,2015-09-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",FACTURACION PERSONALIZADA MODA LIDAD: CARGO UNICO - IGIC,3317.54
Teléfonos,130,22204,2015-09-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",FACTURACION PERSONALIZADA MODA LIDAD: CARGO UNICO - IGIC,3317.54
Teléfonos,330,22204,2015-09-28,A82018474,"TELEFONICA DE ESPAÑA, S.A.U.",FACTURACION PERSONALIZADA MODA LIDAD: CARGO UNICO - IGIC,3317.54
Mantenimiento Aire Acondicionado,920,21304,2015-09-29,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Incidencia en CPD C.Cultural l as Galletas,53.67
Mantenimiento Aire Acondicionado,920,21304,2015-09-29,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Trabajo en CPD C. Cultural las  Galletas,165.5
Mantenimiento Aire Acondicionado,920,21304,2015-09-29,B38929592,"SOLCLIMA DISTRIBUCIONES TENERIFE SUR, S.L.",Trabajos en Auditorio Infanta Leonor,258.89
Mantenimiento Cámaras de Seguridad,130,21305,2015-09-29,B82929951,TECHCO SEGURIDAD S.L.,Suministro e Instalacion Siste ma Seguridad  Ceip Parque la R eina,10794.31
Postales,920,22201,2015-09-29,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio 29/9/15- Catastro NOT F 901,35.5
Postales,920,22201,2015-09-29,B38601175,SERVICIOS INTEGRALES DE CORRESPONDENCIA TENERIFE S,Servicio 29/9/15- Multas 723,62.11
Repar. mant. y cons. Mobiliario,929,21500,2015-09-29,B38220802,"TEGALPA, S.L.",Asiento maquina Biosaludable,76.64
"Reparación, man. y conserv. elementos de transport",150,21400,2015-09-29,B38788287,"TALLER JUAN GOMEZ, S.L.","Cambio Aceite y Filtro , Vehic ulo 5557-FHP",75.11
Actividades Socioculturales,3271,22609,2015-09-30,B38381653,SUMINISTRO DE OFICINA OFIPAPEL S.L.,Titulos para el Pentalon Juven il 2014-2015- Juventud,2999.78
Actividades Socioculturales,3271,22609,2015-09-30,B38398038,TRANSALEX BUS S.L.,"Transporte 30 Plaza Exc, Masca  "" Pateando Tenerife""- Juventu d",310.3
Actividades Socioculturales,3271,22609,2015-09-30,B38490991,PATEA TUS MONTES S.L.,Ruta de Senderismo por el Barr anco de Masca- Juventud,160.5
Anticipos por cuenta terceros,931,83001,2015-09-30,A38017844,EDITORIAL LEONCIO RODRIGUEZ S.A.,"Publicacion 2/9/15, en el dia,  pag. 10 ""Servicios Prevencion   Riesgos Laborale,s Expte 1/1 5-casv",385.2
Anticipos por cuenta terceros,931,83001,2015-09-30,B38530655,LA OPINION DE TENERIFE S.L.U.,"Publicidad: A0000001525 Tamaño : 5X2 ANUNCIO CONTRATACION  RI ESGOS LABORALES - 02/09/2015  , pag 10",444.05
Arrendamientos de Edificios y Otras Construcciones,132,20200,2015-09-30,B38404323,"FULGENCIO DIAZ RODRIGUEZ E HIJOS, S.L.","Arrendamiento Agosto y Septiem bre - Local en C.Duque de la T orre,5,Arona",3012.5
Arrendamientos de Edificios y Otras Construcciones,132,20200,2015-09-30,B38404323,"FULGENCIO DIAZ RODRIGUEZ E HIJOS, S.L.","Arrendamiento Julio 2015, Loca l en C.Duque de la Torre, 5, A rona",1497.64
Asistencia Médico-Farmacéutica,221,16008,2015-09-30,A50004209,"DKV SEGUROS Y REASEGUROS, S.A.E,","Seguro de Salud ""DKV Mundisalu d Elección"", póliza 037/00/041 /01952.  Emisión correspondien te al periodo : 10/2015",15900
Combustibles y carburantes,150,22103,2015-09-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Septiembre Vehiculo s,672.79
Combustibles y carburantes,150,22103,2015-09-30,B38983318,"PICAMOLINOS, S.L.","Carburante Septiembre 2015, Ve hiculos",716.63
Combustibles y carburantes,912,22103,2015-09-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Septiembre 2015- Ve hÍculos Municipales.,142.8
Combustibles y carburantes,912,22103,2015-09-30,B38983318,"PICAMOLINOS, S.L.","Carburante Septiembre 2015, Ve hiculos",716.63
Combustibles y carburantes,920,22103,2015-09-30,B38381695,ANTONIA TACORONTE E HIJOS S.L.,Carburante Septiembre 2015- Ve hÍculos Municipales.,142.8
Combustibles y carburantes,920,22103,2015-09-30,B38983318,"PICAMOLINOS, S.L.","Carburante Septiembre 2015, Ve hiculos",595.93
Combustibles y carburantes,920,22103,2015-09-30,B38983318,"PICAMOLINOS, S.L.","Carburante Septiembre 2015, Ve hiculos",716.63
Combustibles y carburantes,931,22103,2015-09-30,A38047684,ESTACION SURAMERICAS S.A.,Carburante Septiembre 2015- Ve hiculos,2097.68
Combustibles y carburantes.,130,22103,2015-09-30,A38047684,ESTACION SURAMERICAS S.A.,Carburante Septiembre 2015- Ve hiculos,2097.68
Combustibles y carburantes.,130,22103,2015-09-30,A38087367,CLAUDIO ALFONSO E HIJOS S.A.,Carburante Septiembre-Vehiculo s,139
